부위,질환명,정의,원인,증상,관련질환,진료과
전신,과오종(Hamartoma),"과오종이란 정상 기능을 하는 세포가 비정상적으로 성장하는 양성 종양의 일종입니다. 흔히 알고 있는 암, 즉 악성 종양은 불완전한 세포로 분화가 이루어지며 계속 자라고 전이됩니다. 그러나 과오종은 정상 세포로 이루어져 있으며 무한정 자라지 않습니다. 또한 혈관종처럼 시간이 지나면 저절로 없어지기도 합니다. 암으로 발전하지 않습니다.",과오종은 정상 성숙 세포의 수나 분포가 비정상적으로 성장하여 발생하는 양성 종양의 일부입니다. 정확한 원인과 생리 기전은 밝혀지지 않았습니다.,"과오종은 위, 신장, 자궁, 갑상선, 대장, 유방, 간, 소장, 폐, 뼈 등 인체의 어떤 부위에서도 생길 수 있습니다. 증상은 어느 부위에 어느 정도의 크기로 발생하느냐에 따라 달라집니다.","대장 용종, 간 혈관종, 위용종",종양내과
전신,광견병(Rabies),"광견병은 사람과 동물을 공통 숙주로 하는 병원체에 의해서 일어나는 인수 공통 전염병으로서, 광견병 바이러스(Rabies virus)에 의해 발생하는 중추신경계 감염증을 의미합니다. 사람이 광견병에 걸려 중추신경계에 이상이 생기면 물을 무서워한다고 하여 ‘공수병’이라고 알려져 있습니다.","광견병의 가장 일반적인 전파 방법은 광견병에 걸린 동물에게 물리는 것입니다. 광견병에 걸린 동물에게 물리거나 긁힌 후에 광견병으로 진행될 위험성은 물렸는지 긁혔는지의 여부, 물린 횟수, 물린 깊이, 상처 부위에 따라 결정됩니다.","1. 잠복기
1) 광견병의 일반적인 잠복기는 20~90일입니다. 이는 바이러스가 물린 상처 부위의 신경에서 중추신경까지 도달하는 시간입니다. 따라서 얼굴을 물리면 잠복기가 짧고, 다리를 물리면 잠복기가 길어질 수 있습니다. 잠복기는 짧게는 4일에서 길게는 19년까지 간다는 보고가 있습니다.
2) 병의 전구 증상 기간 동안 나타나는 광견병 증상 및 징후는 비특이적입니다. 따라서 광견병이 드문 지역에서는 진단하기 어려운 경우가 많습니다.",길랑-바레 증후군,감염내과
전신,광우병(Bovine spongiform encephalopathy),"광우병은 본래 4~5세의 소에게 주로 발생하는 해면상 뇌증으로, 이상 행동을 보이다가 죽어 가는 전염성 뇌 질환입니다. 그러나 광우병이 인간에게 감염될 가능성이 확인되었습니다. 광우병의 단백질 화학 구조는 인간 광우병(야곱병)을 일으키는 원인 물질인 프리온(단백질+바이러스)과 비슷하다고 알려져 있습니다.","광우병에 감염된 소의 사료는 주로 단백질을 함유하고 있었습니다. 이 단백질은 콩, 생선, 동물의 부산물, 특히 양의 부산물에서 얻었습니다. 1970년대 말, 몇몇 사료 가공업자들이 소의 성장을 촉진하기 위해 죽은 동물과 그 부산물을 사료로 가공하는 방식을 채택하였습니다. 이 가공법은 고온 열처리를 하지 않고 벤젠 같은 용제를 이용해 원료에서 과도한 지방을 제거하는 것이었습니다. 그러나 고온 처리를 하지 않고 사료를 만들었기 때문에, 뇌가 광범위하게 파괴되어 스펀지처럼 구멍이 뚫리는 신경 질환을 앓은 양이나 염소에게 존재했던 전염 물질이 소를 감염시켰을 것이라고 추정됩니다. 광우병은 전염 물질에 의해 발생하는 해면상 뇌병으로 알려진 중추신경계의 진행성, 퇴행성 질병에 속합니다.",광우병에 걸린 소는 뇌에 구멍이 생겨 급작스럽게 포악해지고 미친 듯한 정신 이상과 거동 불안 등의 행동을 보입니다. 사람이 광우병에 걸리면 다른 해면상 뇌 질환과 같이 수년 동안 진행됩니다. 기억력이 상실되고 이상 행동을 보이며 정신 지체 및 치매가 생기고 수족의 무의식적 운동 등이 나타납니다. ,"치매, 크로이츠펠트-야콥병",감염내과
전신,괴혈병(scurvy),괴혈병은 비타민 C(아스코르빈산)가 결핍되어 결합 조직이 존재하는 여러 신체 부위에 증상을 일으키는 임상 증후군을 의미합니다. 비타민 C(아스코르빈산)는 체내에서 합성되지 않으며 음식물을 통해서만 섭취할 수 있는 필수 영양소입니다. 이는 신체의 결합 조직을 구성하는 콜라겐을 합성하는 데 중요한 역할을 합니다.,"괴혈병의 원인으로는 비타민 C의 섭취 부족, 장의 흡수 장애, 세균 감염으로 인한 체내 비타민 C의 수요량 증가 등이 있습니다.","괴혈병의 증상은 비타민 C가 결핍된 후 3개월이 지나서부터 서서히 나타납니다. 주된 증상으로는 출혈과 뼈의 변질이 있습니다. 괴혈병 초기에는 전신의 권태와 무력감, 식욕 부진, 관절통, 피가 잘 멎지 않는 증상이 나타납니다. 이후에는 구강 점막, 피하, 근육 내, 골막 하, 내장 등에 출혈로 인한 혈종이 나타납니다. 이외에 나선형 머리카락, 피부 각질의 두꺼워짐, 상처 치유 지연, 전신 부종, 우울증, 신경 장애, 심한 입 마름, 안구 건조와 같은 증상도 나타납니다. 비타민 C는 철분 흡수에도 중요한 역할을 하므로 괴혈병이 오래 지속되는 경우 철 결핍성 빈혈에 걸릴 수 있습니다. 드물게 결합 조직에 심한 이상이 나타나면 뼈가 약해지면서 골절이 생길 수 있습니다.",구루병,가정의학과
전신,근근막 통증 증후군(myofascial pain syndrome),"근근막 통증 증후군은 근육의 외상이나 과다한 사용, 정신적 스트레스 등으로 인해 근육 또는 근막(근육을 둘러싸고 있는 얇고 투명한 막)에 통증 유발점이 발생하여 해당 근육의 통증과 이에 동반한 연관통, 운동 제한 등의 여러 증상이 발생하는 질환을 의미합니다. 흔히 ‘담에 걸렸다’라고 말하는 질환으로, 누구나 한 번쯤 걸리는 매우 흔한 질환입니다.","근근막 통증 증후군의 원인으로는 근육의 외상이나 과도한 사용, 정신적 스트레스 등이 있습니다. 자세 이상, 외상, 여러 근골격계 질환도 원인으로 알려져 있습니다.","근근막 통증 증후군의 증상으로는 근육통이 있습니다. 근육통은 자발통, 압통, 연관통 등의 형태로 나타납니다. 통증은 둔하고 쑤시며, 깊고 넓게 분산된 영역으로 나타납니다. 이로 인해 운동 범위에 제한이 생깁니다.","섬유근육통, 동결견",재활의학과
전신,근긴장성 이영양증 (Myotonic dystrophy),"근긴장성 이영양증(Myotonic Dystrophy)은 근육 장애와 이영양증(근육을 사용한 후에 갈수록 근육을 이완하기 어려운 증상)이 나타나며 다른 신체 기관에도 문제를 유발하는 질환을 의미합니다. 8천 명 중 1명의 빈도로 발생하는 유전 질환입니다. 동일한 가계 내에서도 발현 증상, 질환의 심각성, 침범되는 신체 부위, 발발 연령 등에서 많은 다양성을 보입니다.",근긴장성 이영양증은 19번 염색체에 있는 myotonin protein kinase 유전자의 유전적 변이에 의해 발생합니다. 우리 몸의 염색체는 쌍으로 존재하므로 우리는 2개의 동일한 myotonin protein kinase 유전자를 가지고 있습니다. 근긴장성 이영양증은 2개의 동일한 유전자 중 하나라도 변이가 발생하면 나타나는 상염색체 우성유전 질환입니다.,,"의학유전학센터, 의학유전학과",
전신,근위축성 측색 경화증(Amyotrophic lateral sclerosis),"근위축성 측색 경화증(ALS)은 퇴행성 신경 질환으로, 원인이 정확히 밝혀지지 않은 희귀 질환입니다. 대뇌 및 척수의 운동신경원이 선택적으로 파괴되기 때문에 '운동신경원 질환'이라고 하며, 일명 '루게릭병'이라고도 합니다. 루게릭은 2,130경기 연속 출장 기록을 보유한 야구선수로, 근위축성 측색 경화증 진단을 받은 후 2년 만에 사망하였습니다.","근위축성 측색 경화증(루게릭병)의 원인은 정확히 밝혀지지 않았습니다. 다만 바이러스, 대사성, 감염성, 환경 오염으로 인한 중금속 축적, 면역성, 특별한 생활 사건이 발병 원인일 것으로 추정됩니다. 극히 드물게 부모로부터 유전되는 경우도 있습니다.","근위축성 측색 경화증은 사지의 근력 약화와 근 위축, 사지 마비, 언어 장애, 호흡 기능의 저하로 인해 수년 내에 사망하는 만성 퇴행성 질환입니다. 초기에는 증상이 매우 미미하여 간과할 수 있습니다. 점차 팔과 다리에 경련이 발생하거나 힘이 빠져 자주 넘어지며, 목소리가 잘 나오지 않아 의사소통이 어려워집니다. 말기에는 삼킴 기능 장애로 인해 음식을 삼키지 못하여 쉽게 사레들고 호흡곤란이 발생합니다. 원칙적으로 근위축성 측생 경화증(루게릭병)은 운동신경 세포만 손상되는 질환이기 때문에 감각 장애, 방광 기능 장애, 지적 기능 장애는 거의 나타나지 않습니다.","다발성 경화증, 운동신경 질환",신경과
전신,근육긴장이상증(Dystonia),근육긴장이상증(dystonia)은 본인의 의지와 무관하게 지속적으로 비정상적인 자세를 취하거나 근육이 비틀어지는 이상 운동 현상이 나타나는 신경학적 질환입니다. 근육긴장이상증이 있으면 근육이 불수의적으로 수축하여 뒤틀리거나 반복적으로 움직이는 등 비정상적인 운동과 이상한 자세가 나타납니다. 많은 환자들이 목이 한쪽으로 돌아가는 사경증이나 손이나 몸통이 꼬이는 증상이 나타나서 내원합니다.,"근육긴장이상증은 특발성 근 긴장 이상증(idiopathic dystonia)과 2차성 또는 증후성 근 긴장 이상증으로 구분됩니다. 전자는 원인이 명확하지 않은 것이고, 후자는 원인이 명확하게 밝혀지거나 헌틴톤병, 윌슨병 등 다른 신경학적 질환과 관련되어 나타나는 것입니다. 이는 몸의 일부분, 즉 눈이나 목, 팔, 다리 등에 생기기도 하고, 목과 팔처럼 좀 더 넓은 부분에 나타나기도 하며, 전신에 나타나기도 합니다.","이 질환의 증상은 아주 경미하여 유의해서 보지 않으면 잘 알 수 없는 정도에서부터, 매우 심하여 일상생활을 전혀 할 수 없는 정도까지 다양하게 나타날 수 있습니다.","뇌졸중, 선천성 사경, 헌팅톤 병, 윌슨병",신경과
전신,근육병(Myopathy),"근육병은 점진적인 근력 감소로 인해 보행 능력 상실, 호흡 근력 약화, 심장 기능 약화 등이 나타나는 진행성 질환입니다. 결국에는 신체 장애가 생겨 모든 일상생활을 남에게 의지해야 합니다. 근육병은 선천성 근육병과 후천성 근육병으로 나눌 수 있습니다","근육병은 염색체에 이상이 생겨 발생하는 경우가 많습니다. 가족력과 상관없이 돌연변이에 의해 발생하는 경우도 있습니다. 이 밖에도 염증, 신진대사 이상, 내분비 기능 장애, 독성 등 다양한 원인이 있습니다.","근육병의 특징적인 증상은 근력이 점차 약해지는 것입니다. 영아의 경우 보행 이상, 운동 기능, 발달 지연이 나타납니다. 점차 근육 긴장 저하와 연하 곤란, 호흡 곤란 등을 동반하기도 합니다. 청소년기 이후에 발병하는 경우에는 근지구력이 점차 약해져서 잘 넘어지며 계단 오르기를 힘들어 합니다.","안검하수, 베커형 근이영양증, 듀시엔형 근이영양증",소아재활의학과
전신,급성 류마티스성 열(Acute Rheumatic fever),"류마티스성 열은 A군 연쇄상구균(Group A Streptococcus) 감염 후에 생기는 일종의 후유증입니다. 5~15세에 자주 발생하며, 10대 후반에서 20대 초반의 성인에게서도 주로 발생합니다. 주로 학생, 교사, 의료인, 군인에게서 잘 발생합니다. 류마티스성 열은 심장, 관절, 중추신경계, 피하 조직을 침범하는 염증성 질환입니다. 소아에게는 후천성 심장 질환을 유발하기도 합니다.","류마티스성 열은 후두와 편도가 A군 연쇄상구균에 감염되어 발병합니다. 감염 후 약 3주 정도는 무증상 시기로, 별다른 증상이 나타나지 않습니다. 이 시기가 지난 후에 면역학적 반응이 발생하여 여러 조직에 비화농성의 염증성 반응이 발생합니다.","류마티스성 열의 가장 흔한 증상은 다발성 관절염입니다. 주로 손목, 발목, 무릎, 팔꿈치 등의 큰 관절을 침범하며 수일 간격으로 이동합니다. 손, 발의 작은 관절이나 고관절에 침범하는 경우는 적으며, 항염증제를 사용하면 즉각적으로 증상이 사라집니다. 심근염은 소아 환자의 40~80% 정도에서 나타나며, 그 양상은 다양합니다. 심장 박동이 약간 빠른 빈맥이 발생할 수 있으며, 심하면 심장을 침범하여 심부전이 발생하기도 합니다. 급성기에는 심장 판막이 잘 닫히지 않는 폐쇄부전의 양상으로 류마티스성 열이 나타나지만, 만성기에 들어서면 후유증으로 인해 판막에 반흔이 생겨 좁아지는 판막 협착이 발생하기도 합니다. 이외의 증상으로 고열과 관절통, 무도증, 피하 결절, 유연성 홍반 등이 있습니다.","류마티스 관절염, 심근염, 상기도 감염, 성홍열, 승모판 기능부전",응급의학과
전신,급성골수성백혈병(Acute myeloid leukemia),"급성백혈병은 조혈모세포가 악성 세포로 변하여 골수에서 증식하여 말초 혈액으로 퍼져 나와 전신에 퍼지면서 간, 비장, 림프선 등을 침범하는 질병입니다. 급성백혈병은 백혈병 세포의 종류에 따라 급성골수성백혈병과 급성 림프성 백혈병으로 나뉩니다. 급성골수성백혈병은 가장 흔한 형태의 백혈병입니다. 주로 성인에게 발병하며, 나이가 많을수록 발병률이 증가합니다(평균 진단 연령 60대 후반).","급성골수성백혈병의 원인은 정확히 밝혀지지 않았습니다. 다만 유전적 소인, 흡연, 방사선 조사, 화학 약품 등에 대한 직업성 노출, 항암제 등의 치료 약제가 원인이 될 수 있는 것으로 알려져 있습니다. 아동기에 급성림프모구성백혈병 치료를 받은 경우 위험 요인이 증가합니다.","급성골수성백혈병의 증상은 대부분 골수 기능 감소(골수 부전)에 의한 빈혈, 백혈구 수 증가 또는 감소, 혈소판 수의 감소에 의해 나타납니다. 초기 증상으로는 빈혈로 인한 피로, 쇠약감, 창백, 어지럼증, 호흡곤란, 심계항진이 있습니다. 또한 혈소판이 감소하여 쉽게 멍이 들거나, 코피가 나거나, 잇몸 출혈이 발생할 수 있습니다. 면역 기능 저하로 인한 감염 때문에 발열 등의 증상이 나타날 수 있습니다. 식욕 부진과 체중 감소가 나타납니다. 병이 진행됨에 따라 백혈병 세포가 침윤하여 잇몸 비대증, 간 종대, 비장 종대, 림프절 종대 등이 나타날 수 있습니다.","백혈병, 백혈구 이상, 호중구감소증, 급성림프모구백혈병, 만성림프구백혈병, 만성골수백혈병",혈액내과
